date,year,month,period,region,customer_segment,product_category,product_id,units_sold,list_price,net_price,discount_pct,cost_per_unit,gross_margin_pct,revenue,gross_profit,marketing_campaign_flag,marketing_spend,competitor_price_index,category_market_index,inflation_index,season_index,order_frequency,_true_elasticity
2023-02-01,2023,2,2,West,Small Business,Service Contracts,SER-003,2,143.28,134.01,0.0647,56.97,0.5749,268.01,154.08,0,0.0,1.0482,1.0317,0.9994,1.1905,5.204,-1.254
2023-03-01,2023,3,3,West,Small Business,Service Contracts,SER-003,4,121.87,103.0,0.1549,56.97,0.4469,412.0,184.14,1,4417.02,1.0339,1.0529,1.0009,1.11,3.688,-1.254
2023-04-01,2023,4,4,West,Small Business,Service Contracts,SER-003,2,148.29,136.95,0.0765,56.97,0.584,273.9,159.97,0,0.0,0.9952,1.0273,1.0034,1.0,2.905,-1.254
2023-05-01,2023,5,5,West,Small Business,Service Contracts,SER-003,2,141.25,122.27,0.1344,56.97,0.5341,244.54,130.61,0,0.0,1.0717,1.012,1.0074,0.89,2.937,-1.254
2023-06-01,2023,6,6,West,Small Business,Service Contracts,SER-003,2,143.71,126.51,0.1197,56.97,0.5497,253.03,139.1,0,0.0,1.0534,1.0102,1.0169,0.8095,0.58,-1.254
2023-07-01,2023,7,7,West,Small Business,Service Contracts,SER-003,2,136.88,109.97,0.1966,56.97,0.482,219.94,106.01,0,0.0,1.0487,1.0248,1.0174,0.78,2.386,-1.254
2023-08-01,2023,8,8,West,Small Business,Service Contracts,SER-003,2,138.28,122.42,0.1147,56.97,0.5347,244.84,130.91,0,0.0,1.145,1.0283,1.0144,0.8095,4.011,-1.254
2023-09-01,2023,9,9,West,Small Business,Service Contracts,SER-003,2,145.97,132.77,0.0904,56.97,0.5709,265.53,151.6,1,12468.76,1.0649,1.0113,1.0209,0.89,3.502,-1.254
2023-10-01,2023,10,10,West,Small Business,Service Contracts,SER-003,2,142.81,139.45,0.0235,56.97,0.5915,278.9,164.97,0,0.0,1.0155,1.0349,1.0175,1.0,4.655,-1.254
2023-11-01,2023,11,11,West,Small Business,Service Contracts,SER-003,3,115.12,113.85,0.011,56.97,0.4997,341.56,170.66,1,7607.98,1.0856,1.0467,1.0187,1.11,3.058,-1.254
2023-12-01,2023,12,12,West,Small Business,Service Contracts,SER-003,2,159.43,145.95,0.0845,56.97,0.6097,291.9,177.97,1,11697.61,1.0411,1.0081,1.0193,1.1905,5.327,-1.254
2024-01-01,2024,1,13,West,Small Business,Service Contracts,SER-003,2,150.15,146.68,0.0232,56.97,0.6116,293.35,179.42,0,0.0,1.1109,0.9949,1.03,1.22,5.225,-1.254
2024-02-01,2024,2,14,West,Small Business,Service Contracts,SER-003,3,151.96,142.49,0.0624,56.97,0.6002,427.46,256.56,0,0.0,1.1022,0.9971,1.0221,1.1905,2.689,-1.254
2024-03-01,2024,3,15,West,Small Business,Service Contracts,SER-003,2,144.9,144.9,0.0,56.97,0.6069,289.81,175.88,0,0.0,1.0948,0.9955,1.0314,1.11,2.58,-1.254
2024-04-01,2024,4,16,West,Small Business,Service Contracts,SER-003,2,158.61,145.85,0.0804,56.97,0.6094,291.7,177.77,0,0.0,1.0635,1.0133,1.0256,1.0,2.371,-1.254
2024-05-01,2024,5,17,West,Small Business,Service Contracts,SER-003,2,135.61,135.58,0.0002,56.97,0.5799,271.17,157.24,0,0.0,1.0426,0.9791,1.038,0.89,4.236,-1.254
2024-06-01,2024,6,18,West,Small Business,Service Contracts,SER-003,2,130.44,120.97,0.0726,56.97,0.5291,241.94,128.01,1,8120.85,0.9931,0.9782,1.0259,0.8095,4.648,-1.254
2024-07-01,2024,7,19,West,Small Business,Service Contracts,SER-003,2,131.33,122.36,0.0683,56.97,0.5345,244.72,130.79,0,0.0,0.9836,0.9702,1.0399,0.78,4.719,-1.254
2024-08-01,2024,8,20,West,Small Business,Service Contracts,SER-003,1,151.83,142.26,0.0631,56.97,0.5996,142.26,85.29,0,0.0,1.0692,0.9817,1.048,0.8095,2.828,-1.254
2024-09-01,2024,9,21,West,Small Business,Service Contracts,SER-003,2,146.66,124.7,0.1497,56.97,0.5432,249.41,135.47,1,11330.06,1.0555,0.9724,1.0404,0.89,5.155,-1.254
2024-10-01,2024,10,22,West,Small Business,Service Contracts,SER-003,2,144.25,130.81,0.0932,56.97,0.5645,261.63,147.7,0,0.0,1.0358,0.9782,1.0386,1.0,3.941,-1.254
2024-11-01,2024,11,23,West,Small Business,Service Contracts,SER-003,2,142.79,140.35,0.0171,56.97,0.5941,280.71,166.78,1,2192.25,1.0178,1.0189,1.0426,1.11,4.953,-1.254
2024-12-01,2024,12,24,West,Small Business,Service Contracts,SER-003,2,151.5,135.97,0.1025,56.97,0.5811,271.95,158.01,0,0.0,1.0009,0.9548,1.0427,1.1905,3.239,-1.254
2025-01-01,2025,1,25,West,Small Business,Service Contracts,SER-003,2,148.38,140.75,0.0515,56.97,0.5953,281.5,167.57,0,0.0,1.0035,0.9585,1.0492,1.22,2.822,-1.254
2025-02-01,2025,2,26,West,Small Business,Service Contracts,SER-003,2,148.78,146.58,0.0148,56.97,0.6114,293.16,179.22,0,0.0,0.9487,1.0101,1.0474,1.1905,4.296,-1.254
2025-03-01,2025,3,27,West,Small Business,Service Contracts,SER-003,2,154.58,146.47,0.0525,56.97,0.6111,292.93,179.0,1,9081.1,0.9006,0.9624,1.0598,1.11,4.742,-1.254
2025-04-01,2025,4,28,West,Small Business,Service Contracts,SER-003,2,157.98,150.79,0.0455,56.97,0.6222,301.59,187.66,0,0.0,1.0048,0.9692,1.0595,1.0,3.359,-1.254
2025-05-01,2025,5,29,West,Small Business,Service Contracts,SER-003,1,155.43,145.73,0.0624,56.97,0.6091,145.73,88.77,1,6473.02,0.9335,0.9679,1.0517,0.89,3.053,-1.254
2025-06-01,2025,6,30,West,Small Business,Service Contracts,SER-003,2,151.8,140.69,0.0732,56.97,0.5951,281.38,167.44,1,3742.34,1.0137,0.9513,1.0631,0.8095,4.345,-1.254
2025-07-01,2025,7,31,West,Small Business,Service Contracts,SER-003,1,159.68,144.32,0.0961,56.97,0.6053,144.32,87.36,0,0.0,1.045,0.9394,1.0688,0.78,5.581,-1.254
2025-08-01,2025,8,32,West,Small Business,Service Contracts,SER-003,2,149.3,131.42,0.1197,56.97,0.5665,262.85,148.91,0,0.0,0.9841,0.9383,1.0655,0.8095,3.54,-1.254
2025-09-01,2025,9,33,West,Small Business,Service Contracts,SER-003,1,158.79,155.37,0.0215,56.97,0.6334,155.37,98.41,0,0.0,0.9674,0.9656,1.067,0.89,3.842,-1.254
2025-10-01,2025,10,34,West,Small Business,Service Contracts,SER-003,2,151.23,145.4,0.0386,56.97,0.6082,290.8,176.87,0,0.0,0.9971,0.9792,1.0828,1.0,3.56,-1.254
2025-11-01,2025,11,35,West,Small Business,Service Contracts,SER-003,2,156.49,144.0,0.0798,56.97,0.6044,288.01,174.08,0,0.0,0.9852,0.9675,1.0704,1.11,3.932,-1.254
2025-12-01,2025,12,36,West,Small Business,Service Contracts,SER-003,2,157.95,152.08,0.0372,56.97,0.6254,304.15,190.22,0,0.0,0.9879,0.9522,1.0735,1.1905,2.826,-1.254
2023-01-01,2023,1,1,West,Small Business,Service Contracts,SER-004,2,135.71,124.41,0.0833,56.31,0.5474,248.82,136.19,0,0.0,1.0269,1.0085,0.9973,1.22,4.966,-1.254
2023-02-01,2023,2,2,West,Small Business,Service Contracts,SER-004,3,146.37,137.3,0.062,56.31,0.5898,411.9,242.96,1,7032.68,1.0194,1.0441,1.0019,1.1905,2.897,-1.254
2023-03-01,2023,3,3,West,Small Business,Service Contracts,SER-004,2,130.93,127.67,0.0249,56.31,0.5589,255.34,142.72,0,0.0,1.0877,1.031,1.0152,1.11,4.839,-1.254
2023-04-01,2023,4,4,West,Small Business,Service Contracts,SER-004,2,129.85,119.99,0.076,56.31,0.5307,239.97,127.34,0,0.0,0.9841,1.0351,0.9991,1.0,1.985,-1.254
2023-05-01,2023,5,5,West,Small Business,Service Contracts,SER-004,1,135.53,134.84,0.0051,56.31,0.5824,134.84,78.53,0,0.0,1.0378,0.9957,0.9923,0.89,6.844,-1.254
2023-06-01,2023,6,6,West,Small Business,Service Contracts,SER-004,1,160.02,158.99,0.0064,56.31,0.6458,158.99,102.68,0,0.0,1.0629,1.0416,1.0084,0.8095,3.913,-1.254
2023-07-01,2023,7,7,West,Small Business,Service Contracts,SER-004,2,138.02,131.57,0.0467,56.31,0.572,263.15,150.52,0,0.0,1.0287,0.9995,1.0157,0.78,3.842,-1.254
2023-08-01,2023,8,8,West,Small Business,Service Contracts,SER-004,1,129.09,123.57,0.0427,56.31,0.5443,123.57,67.26,0,0.0,1.1044,1.0306,1.0104,0.8095,3.218,-1.254
2023-09-01,2023,9,9,West,Small Business,Service Contracts,SER-004,2,132.42,123.26,0.0691,56.31,0.5431,246.53,133.9,0,0.0,1.0254,1.0412,1.0153,0.89,5.779,-1.254
2023-10-01,2023,10,10,West,Small Business,Service Contracts,SER-004,2,130.55,130.55,0.0,56.31,0.5686,261.1,148.47,0,0.0,1.0133,1.0562,1.0104,1.0,2.885,-1.254
2023-11-01,2023,11,11,West,Small Business,Service Contracts,SER-004,3,141.91,124.12,0.1254,56.31,0.5463,372.36,203.42,1,6981.74,1.1083,1.0163,1.0115,1.11,5.514,-1.254
2023-12-01,2023,12,12,West,Small Business,Service Contracts,SER-004,2,135.2,132.13,0.0227,56.31,0.5738,264.27,151.64,1,6471.93,1.0533,0.967,1.0203,1.1905,2.022,-1.254
2024-01-01,2024,1,13,West,Small Business,Service Contracts,SER-004,2,154.1,140.92,0.0856,56.31,0.6004,281.83,169.2,0,0.0,1.0216,1.0216,1.0293,1.22,5.163,-1.254
2024-02-01,2024,2,14,West,Small Business,Service Contracts,SER-004,2,133.82,129.95,0.029,56.31,0.5666,259.89,147.26,1,12337.47,1.071,0.9975,1.0318,1.1905,7.005,-1.254
2024-03-01,2024,3,15,West,Small Business,Service Contracts,SER-004,2,143.3,126.05,0.1204,56.31,0.5532,252.1,139.47,0,0.0,1.0572,1.0101,1.0281,1.11,3.242,-1.254
2024-04-01,2024,4,16,West,Small Business,Service Contracts,SER-004,2,139.16,130.65,0.0612,56.31,0.569,261.3,148.67,0,0.0,1.0799,1.0427,1.0229,1.0,5.399,-1.254
2024-05-01,2024,5,17,West,Small Business,Service Contracts,SER-004,2,134.76,128.31,0.0478,56.31,0.5611,256.63,144.0,1,14886.61,1.0392,0.9889,1.0361,0.89,4.402,-1.254
2024-06-01,2024,6,18,West,Small Business,Service Contracts,SER-004,1,128.14,128.14,0.0,56.31,0.5605,128.14,71.83,0,0.0,1.0041,0.9989,1.0351,0.8095,4.262,-1.254
2024-07-01,2024,7,19,West,Small Business,Service Contracts,SER-004,2,142.41,127.19,0.1068,56.31,0.5572,254.38,141.75,1,7616.44,0.9821,0.9987,1.0282,0.78,2.547,-1.254
2024-08-01,2024,8,20,West,Small Business,Service Contracts,SER-004,2,131.08,121.39,0.0739,56.31,0.5361,242.78,130.16,0,0.0,1.0322,0.9756,1.0419,0.8095,2.701,-1.254
2024-09-01,2024,9,21,West,Small Business,Service Contracts,SER-004,2,148.61,141.55,0.0475,56.31,0.6022,283.09,170.47,0,0.0,1.0045,0.9615,1.0374,0.89,4.756,-1.254
2024-10-01,2024,10,22,West,Small Business,Service Contracts,SER-004,1,135.63,134.28,0.01,56.31,0.5806,134.28,77.96,0,0.0,1.0243,0.9304,1.0417,1.0,4.699,-1.254
2024-11-01,2024,11,23,West,Small Business,Service Contracts,SER-004,2,136.54,120.97,0.114,56.31,0.5345,241.93,129.3,0,0.0,1.028,0.9628,1.0421,1.11,4.799,-1.254
2024-12-01,2024,12,24,West,Small Business,Service Contracts,SER-004,2,150.97,143.36,0.0504,56.31,0.6072,286.73,174.1,0,0.0,0.9688,0.9531,1.0413,1.1905,2.496,-1.254
2025-01-01,2025,1,25,West,Small Business,Service Contracts,SER-004,3,116.51,108.43,0.0693,56.31,0.4807,325.3,156.36,0,0.0,0.9964,0.9814,1.046,1.22,2.301,-1.254
2025-02-01,2025,2,26,West,Small Business,Service Contracts,SER-004,2,151.45,140.91,0.0696,56.31,0.6003,281.81,169.19,1,12957.1,0.9534,0.9834,1.0526,1.1905,4.405,-1.254
2025-03-01,2025,3,27,West,Small Business,Service Contracts,SER-004,2,133.47,122.07,0.0855,56.31,0.5387,244.13,131.51,0,0.0,0.9356,0.9776,1.0568,1.11,4.364,-1.254
2025-04-01,2025,4,28,West,Small Business,Service Contracts,SER-004,2,132.85,116.11,0.1259,56.31,0.515,232.23,119.6,0,0.0,0.928,0.9473,1.0538,1.0,2.613,-1.254
2025-05-01,2025,5,29,West,Small Business,Service Contracts,SER-004,2,146.5,124.16,0.1525,56.31,0.5464,248.32,135.69,0,0.0,0.9915,0.9832,1.0502,0.89,1.564,-1.254
2025-06-01,2025,6,30,West,Small Business,Service Contracts,SER-004,1,151.53,150.02,0.01,56.31,0.6246,150.02,93.7,0,0.0,0.9709,0.9321,1.0576,0.8095,3.212,-1.254
2025-07-01,2025,7,31,West,Small Business,Service Contracts,SER-004,1,154.61,149.26,0.0346,56.31,0.6227,149.26,92.94,1,11857.94,0.9359,1.0074,1.0667,0.78,3.93,-1.254
2025-08-01,2025,8,32,West,Small Business,Service Contracts,SER-004,1,142.98,136.16,0.0477,56.31,0.5864,136.16,79.84,0,0.0,1.0305,0.9475,1.0676,0.8095,4.686,-1.254
2025-09-01,2025,9,33,West,Small Business,Service Contracts,SER-004,1,126.0,126.0,0.0,56.31,0.553,126.0,69.68,0,0.0,0.9636,0.9594,1.0674,0.89,3.287,-1.254
2025-10-01,2025,10,34,West,Small Business,Service Contracts,SER-004,2,139.05,128.91,0.073,56.31,0.5631,257.81,145.19,1,14704.56,0.9882,0.9526,1.0645,1.0,5.448,-1.254
2025-11-01,2025,11,35,West,Small Business,Service Contracts,SER-004,2,142.14,134.64,0.0527,56.31,0.5818,269.29,156.66,0,0.0,0.9564,0.9469,1.0736,1.11,4.08,-1.254
2025-12-01,2025,12,36,West,Small Business,Service Contracts,SER-004,2,145.01,140.17,0.0334,56.31,0.5982,280.33,167.71,0,0.0,1.0304,0.963,1.074,1.1905,3.728,-1.254
2023-01-01,2023,1,1,West,Small Business,Service Contracts,SER-005,3,119.2,112.61,0.0553,51.31,0.5443,337.82,183.88,0,0.0,0.992,1.0426,1.0051,1.22,3.193,-1.254
2023-02-01,2023,2,2,West,Small Business,Service Contracts,SER-005,3,132.42,123.5,0.0674,51.31,0.5845,370.49,216.55,1,2922.69,1.0225,1.0565,1.0085,1.1905,2.073,-1.254
2023-03-01,2023,3,3,West,Small Business,Service Contracts,SER-005,2,144.56,129.88,0.1015,51.31,0.6049,259.76,157.13,0,0.0,0.9885,1.0353,1.0059,1.11,3.927,-1.254
2023-04-01,2023,4,4,West,Small Business,Service Contracts,SER-005,2,122.37,113.42,0.0731,51.31,0.5476,226.85,124.22,1,10498.91,1.0186,1.0279,1.0095,1.0,4.865,-1.254
2023-05-01,2023,5,5,West,Small Business,Service Contracts,SER-005,1,144.51,137.54,0.0482,51.31,0.6269,137.54,86.23,1,14678.18,0.9998,1.0327,1.0036,0.89,5.837,-1.254
2023-06-01,2023,6,6,West,Small Business,Service Contracts,SER-005,2,108.68,101.62,0.065,51.31,0.4951,203.25,100.62,1,5244.43,1.016,1.059,1.0127,0.8095,5.266,-1.254
2023-07-01,2023,7,7,West,Small Business,Service Contracts,SER-005,2,135.29,124.86,0.0771,51.31,0.589,249.73,147.1,1,2974.64,1.0336,1.0111,1.0143,0.78,5.38,-1.254
2023-08-01,2023,8,8,West,Small Business,Service Contracts,SER-005,2,130.07,126.47,0.0277,51.31,0.5943,252.95,150.32,0,0.0,1.0403,1.023,1.0041,0.8095,1.841,-1.254
2023-09-01,2023,9,9,West,Small Business,Service Contracts,SER-005,2,120.98,119.69,0.0106,51.31,0.5713,239.38,136.75,0,0.0,1.0447,0.9997,1.0147,0.89,5.056,-1.254
2023-10-01,2023,10,10,West,Small Business,Service Contracts,SER-005,3,112.49,100.52,0.1064,51.31,0.4895,301.56,147.61,0,0.0,0.9868,1.0382,1.0189,1.0,4.767,-1.254
2023-11-01,2023,11,11,West,Small Business,Service Contracts,SER-005,2,128.23,112.44,0.1231,51.31,0.5436,224.88,122.25,0,0.0,0.9852,0.9952,1.0169,1.11,2.526,-1.254
2023-12-01,2023,12,12,West,Small Business,Service Contracts,SER-005,2,126.84,110.92,0.1255,51.31,0.5374,221.84,119.21,0,0.0,1.0424,1.0136,1.0306,1.1905,5.825,-1.254
2024-01-01,2024,1,13,West,Small Business,Service Contracts,SER-005,2,126.12,123.04,0.0244,51.31,0.5829,246.08,143.45,0,0.0,1.0554,1.0177,1.0191,1.22,5.644,-1.254
2024-02-01,2024,2,14,West,Small Business,Service Contracts,SER-005,3,117.9,104.45,0.1141,51.31,0.5087,313.36,159.42,1,2610.26,0.9894,0.994,1.0275,1.1905,5.025,-1.254
2024-03-01,2024,3,15,West,Small Business,Service Contracts,SER-005,3,128.17,108.28,0.1552,51.31,0.5261,324.84,170.9,0,0.0,0.9958,0.9705,1.0211,1.11,3.472,-1.254
2024-04-01,2024,4,16,West,Small Business,Service Contracts,SER-005,2,128.01,119.27,0.0683,51.31,0.5698,238.54,135.91,0,0.0,0.9814,0.9935,1.0274,1.0,5.009,-1.254
2024-05-01,2024,5,17,West,Small Business,Service Contracts,SER-005,2,127.37,112.09,0.1199,51.31,0.5422,224.18,121.55,0,0.0,1.0279,0.9697,1.0375,0.89,7.931,-1.254
2024-06-01,2024,6,18,West,Small Business,Service Contracts,SER-005,1,139.08,132.35,0.0484,51.31,0.6123,132.35,81.03,0,0.0,0.966,1.034,1.0394,0.8095,4.702,-1.254
2024-07-01,2024,7,19,West,Small Business,Service Contracts,SER-005,2,135.31,123.85,0.0847,51.31,0.5857,247.71,145.08,1,14506.11,0.9588,0.949,1.0388,0.78,3.074,-1.254
2024-08-01,2024,8,20,West,Small Business,Service Contracts,SER-005,2,146.37,135.87,0.0717,51.31,0.6223,271.75,169.12,1,9110.18,0.9784,0.9777,1.0382,0.8095,4.194,-1.254
2024-09-01,2024,9,21,West,Small Business,Service Contracts,SER-005,2,143.69,133.95,0.0678,51.31,0.6169,267.9,165.27,1,14096.34,0.9378,0.9839,1.0427,0.89,2.668,-1.254
2024-10-01,2024,10,22,West,Small Business,Service Contracts,SER-005,2,136.41,129.42,0.0513,51.31,0.6035,258.84,156.21,0,0.0,0.9123,0.9754,1.0409,1.0,3.361,-1.254
2024-11-01,2024,11,23,West,Small Business,Service Contracts,SER-005,3,127.52,115.68,0.0928,51.31,0.5564,347.05,193.11,1,14607.66,0.9602,0.9765,1.0423,1.11,4.569,-1.254
2024-12-01,2024,12,24,West,Small Business,Service Contracts,SER-005,3,131.89,120.03,0.0899,51.31,0.5725,360.1,206.16,1,8311.77,0.9754,0.9629,1.0494,1.1905,5.006,-1.254
2025-01-01,2025,1,25,West,Small Business,Service Contracts,SER-005,3,125.19,115.53,0.0772,51.31,0.5558,346.59,192.65,1,8290.85,0.9229,0.9784,1.0517,1.22,2.895,-1.254
2025-02-01,2025,2,26,West,Small Business,Service Contracts,SER-005,3,126.83,108.54,0.1442,51.31,0.5272,325.61,171.67,0,0.0,0.9178,0.943,1.0441,1.1905,6.025,-1.254
2025-03-01,2025,3,27,West,Small Business,Service Contracts,SER-005,3,129.79,116.1,0.1055,51.31,0.558,348.3,194.36,1,7241.32,0.8933,0.9987,1.0601,1.11,1.34,-1.254
2025-04-01,2025,4,28,West,Small Business,Service Contracts,SER-005,3,148.4,136.38,0.081,51.31,0.6237,409.13,255.19,1,11806.85,0.928,0.9669,1.0573,1.0,5.232,-1.254
2025-05-01,2025,5,29,West,Small Business,Service Contracts,SER-005,1,131.98,121.6,0.0786,51.31,0.578,121.6,70.28,0,0.0,0.9236,0.9718,1.0593,0.89,3.344,-1.254
2025-06-01,2025,6,30,West,Small Business,Service Contracts,SER-005,2,130.62,118.93,0.0895,51.31,0.5685,237.86,135.23,0,0.0,0.918,0.9473,1.0535,0.8095,5.066,-1.254
2025-07-01,2025,7,31,West,Small Business,Service Contracts,SER-005,2,135.8,120.02,0.1162,51.31,0.5725,240.04,137.41,1,11008.11,0.9633,0.9484,1.0593,0.78,4.842,-1.254
2025-08-01,2025,8,32,West,Small Business,Service Contracts,SER-005,2,145.67,135.84,0.0674,51.31,0.6223,271.69,169.06,1,12897.06,0.926,0.9543,1.0614,0.8095,4.722,-1.254
2025-09-01,2025,9,33,West,Small Business,Service Contracts,SER-005,2,145.85,128.89,0.1163,51.31,0.6019,257.78,155.15,0,0.0,0.9162,0.9454,1.0623,0.89,2.076,-1.254
2025-10-01,2025,10,34,West,Small Business,Service Contracts,SER-005,1,141.94,132.65,0.0655,51.31,0.6132,132.65,81.34,0,0.0,0.9212,0.9245,1.0676,1.0,3.499,-1.254
2025-11-01,2025,11,35,West,Small Business,Service Contracts,SER-005,3,123.94,112.59,0.0915,51.31,0.5443,337.78,183.84,0,0.0,1.037,0.9418,1.082,1.11,3.7,-1.254
2025-12-01,2025,12,36,West,Small Business,Service Contracts,SER-005,2,127.65,121.15,0.0509,51.31,0.5764,242.3,139.68,0,0.0,0.9708,0.9643,1.0747,1.1905,3.851,-1.254
2023-01-01,2023,1,1,West,Small Business,Service Contracts,SER-006,3,112.89,100.72,0.1079,44.25,0.5606,302.15,169.4,0,0.0,1.0472,1.0451,1.0009,1.22,3.459,-1.254
2023-02-01,2023,2,2,West,Small Business,Service Contracts,SER-006,3,114.46,99.69,0.129,44.25,0.5561,299.08,166.33,0,0.0,1.0218,1.035,1.0005,1.1905,5.225,-1.254
2023-03-01,2023,3,3,West,Small Business,Service Contracts,SER-006,3,113.73,109.14,0.0404,44.25,0.5945,327.41,194.66,1,2612.99,1.0112,1.0629,1.0051,1.11,3.124,-1.254
2023-04-01,2023,4,4,West,Small Business,Service Contracts,SER-006,2,115.16,109.26,0.0513,44.25,0.595,218.51,130.01,0,0.0,1.0911,1.0568,1.0028,1.0,4.746,-1.254
2023-05-01,2023,5,5,West,Small Business,Service Contracts,SER-006,2,109.62,102.57,0.0643,44.25,0.5686,205.14,116.64,1,14782.54,1.0764,1.0278,1.0118,0.89,3.984,-1.254
2023-06-01,2023,6,6,West,Small Business,Service Contracts,SER-006,2,108.46,92.91,0.1434,44.25,0.5237,185.81,97.31,1,7375.81,1.0515,1.0466,0.998,0.8095,4.829,-1.254
2023-07-01,2023,7,7,West,Small Business,Service Contracts,SER-006,1,122.5,117.63,0.0398,44.25,0.6238,117.63,73.38,0,0.0,1.0413,1.0154,1.0084,0.78,2.963,-1.254
2023-08-01,2023,8,8,West,Small Business,Service Contracts,SER-006,1,121.39,108.3,0.1078,44.25,0.5914,108.3,64.05,0,0.0,1.1169,1.0366,1.0138,0.8095,6.4,-1.254
2023-09-01,2023,9,9,West,Small Business,Service Contracts,SER-006,2,112.52,108.04,0.0399,44.25,0.5904,216.07,127.57,1,3012.42,1.0562,0.9859,1.0137,0.89,4.309,-1.254
2023-10-01,2023,10,10,West,Small Business,Service Contracts,SER-006,2,120.4,111.6,0.0731,44.25,0.6035,223.2,134.7,0,0.0,1.107,1.0066,1.0242,1.0,4.403,-1.254
2023-11-01,2023,11,11,West,Small Business,Service Contracts,SER-006,2,130.43,122.48,0.061,44.25,0.6387,244.95,156.45,0,0.0,1.0867,1.0218,1.0147,1.11,4.354,-1.254
2023-12-01,2023,12,12,West,Small Business,Service Contracts,SER-006,2,132.88,129.25,0.0273,44.25,0.6577,258.51,170.01,0,0.0,1.0437,1.031,1.0321,1.1905,5.002,-1.254
2024-01-01,2024,1,13,West,Small Business,Service Contracts,SER-006,3,112.58,104.19,0.0746,44.25,0.5753,312.57,179.82,0,0.0,1.0589,1.0355,1.0228,1.22,4.368,-1.254
2024-02-01,2024,2,14,West,Small Business,Service Contracts,SER-006,2,105.73,102.67,0.029,44.25,0.569,205.34,116.84,0,0.0,1.0536,1.0102,1.0188,1.1905,2.613,-1.254
2024-03-01,2024,3,15,West,Small Business,Service Contracts,SER-006,3,115.13,108.25,0.0598,44.25,0.5912,324.75,192.0,0,0.0,1.1299,0.9994,1.0313,1.11,3.586,-1.254
2024-04-01,2024,4,16,West,Small Business,Service Contracts,SER-006,2,106.44,104.6,0.0173,44.25,0.577,209.21,120.71,0,0.0,1.034,0.9992,1.0333,1.0,3.767,-1.254
2024-05-01,2024,5,17,West,Small Business,Service Contracts,SER-006,2,114.45,103.82,0.0929,44.25,0.5738,207.63,119.13,0,0.0,1.054,1.0329,1.0413,0.89,3.796,-1.254
2024-06-01,2024,6,18,West,Small Business,Service Contracts,SER-006,1,132.06,127.51,0.0345,44.25,0.653,127.51,83.26,0,0.0,1.0847,0.9639,1.0272,0.8095,5.219,-1.254
2024-07-01,2024,7,19,West,Small Business,Service Contracts,SER-006,1,121.93,109.91,0.0986,44.25,0.5974,109.91,65.66,1,14620.69,1.0293,1.0331,1.0402,0.78,5.156,-1.254
2024-08-01,2024,8,20,West,Small Business,Service Contracts,SER-006,2,110.81,95.23,0.1406,44.25,0.5353,190.46,101.96,0,0.0,1.0131,0.9703,1.0415,0.8095,3.652,-1.254
2024-09-01,2024,9,21,West,Small Business,Service Contracts,SER-006,2,121.1,107.61,0.1114,44.25,0.5888,215.22,126.72,0,0.0,1.0124,0.9892,1.0433,0.89,4.251,-1.254
2024-10-01,2024,10,22,West,Small Business,Service Contracts,SER-006,2,121.3,118.56,0.0226,44.25,0.6268,237.13,148.63,1,10233.86,1.0535,0.9667,1.039,1.0,4.835,-1.254
2024-11-01,2024,11,23,West,Small Business,Service Contracts,SER-006,2,119.84,114.2,0.0471,44.25,0.6125,228.4,139.9,0,0.0,1.0108,0.9697,1.0422,1.11,6.317,-1.254
2024-12-01,2024,12,24,West,Small Business,Service Contracts,SER-006,2,124.37,120.54,0.0308,44.25,0.6329,241.08,152.58,1,8092.35,1.0033,0.9234,1.0464,1.1905,5.241,-1.254
2025-01-01,2025,1,25,West,Small Business,Service Contracts,SER-006,2,117.84,117.84,0.0,44.25,0.6245,235.68,147.18,1,8399.48,0.9686,0.9624,1.0592,1.22,3.523,-1.254
2025-02-01,2025,2,26,West,Small Business,Service Contracts,SER-006,2,121.0,103.71,0.1429,44.25,0.5733,207.42,118.92,0,0.0,0.9437,0.9786,1.041,1.1905,4.681,-1.254
2025-03-01,2025,3,27,West,Small Business,Service Contracts,SER-006,2,116.1,112.25,0.0332,44.25,0.6058,224.51,136.01,0,0.0,1.0374,0.9217,1.0497,1.11,3.072,-1.254
2025-04-01,2025,4,28,West,Small Business,Service Contracts,SER-006,2,127.84,117.25,0.0828,44.25,0.6226,234.49,145.99,0,0.0,1.0133,0.9736,1.0592,1.0,5.471,-1.254
2025-05-01,2025,5,29,West,Small Business,Service Contracts,SER-006,1,124.67,119.65,0.0403,44.25,0.6302,119.65,75.4,1,12482.05,1.0031,0.9464,1.0591,0.89,3.406,-1.254
2025-06-01,2025,6,30,West,Small Business,Service Contracts,SER-006,2,123.3,114.05,0.075,44.25,0.612,228.11,139.61,1,9225.48,0.9748,0.9327,1.0597,0.8095,1.224,-1.254
2025-07-01,2025,7,31,West,Small Business,Service Contracts,SER-006,2,133.91,115.63,0.1365,44.25,0.6173,231.25,142.75,0,0.0,1.0023,0.9844,1.073,0.78,4.484,-1.254
2025-08-01,2025,8,32,West,Small Business,Service Contracts,SER-006,1,129.4,121.53,0.0608,44.25,0.6359,121.53,77.28,0,0.0,0.9139,0.9409,1.0731,0.8095,3.836,-1.254
